text,label
Identify a pattern using inductive reasoning (in preparation for proving theorems about parallelograms).,HSG.CO.C.11
"Solve a simple addition or subtraction problem, using information from a picture or pictograph.",2.MD.D.10
"Solve a one-step word problem using whole numbers, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.</p>",3.OA.D.8
Represent a relationship using an inequality.,6.EE.B.5
Determine the measures of angles or sides of a rhombus.,HSG.CO.C.11
Solve a problem using the exterior angle theorem for triangles.,HSG.CO.C.10
"Apply the power to a power rule, limited to integer exponents.",8.EE.A.1
Use a problem solving strategy to analyze or solve a word problem.</p>,3.OA.D.8
"Apply the product of powers rule, limited to integer exponents.",8.EE.A.1
"Show that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left.",5.NBT.A.1
"Read or write a numeral, limited to whole numbers greater than 1000.",4.NBT.A.2
Compare the properties of squares and rhombi to the properties of other quadrilaterals.,HSG.CO.C.11
"Identify simple equivalent fractions, limited to fractions with denominators 5, 7, 9, 10, 11, and 12.",3.NF.A.3
"Represent a real-world situation using an expression or equation with grouping symbols, limited to parentheses, brackets, or braces.",5.OA.A.1
Identify a fraction between two given numbers.,4.NF.A.2
Solve a problem involving equilateral triangles.,HSG.SRT.B.4
"Apply the product to a power rule, limited to integer exponents.",8.EE.A.1
Write a two-column proof (in preparation for proving theorems about parallelograms).,HSG.CO.C.11
Prove that the consecutive angles of a parallelogram are supplementary.,HSG.CO.C.11
"Compare unit fractions, limited to 1/2 to 1/12.",3.NF.A.3
"Read and write a numeral, limited to whole numbers 121 to 1000.",2.NBT.A.3
Write a flowchart proof (in preparation for proving theorems about parallelograms).,HSG.CO.C.11
"Add or subtract two two-digit numbers, using mental strategies.",2.NBT.B.5
Construct a segment bisector.,HSG.CO.D.12
Solve a problem involving corresponding angles of similar figures.,8.G.A.5
Solve a problem involving even and odd numbers.,2.OA.C.3
"Compare two multidigit whole numbers using the symbols >, =, or <, limited to numbers 1,000,000 to 1,000,000,000.",4.NBT.A.2
"Determine the slope of a linear function, given its table, graph, equation, or verbal description.",8.F.B.4
Prove that each diagonal of a rhombus bisects a pair of opposite angles.,HSG.CO.C.11
Solve a problem using the angle sum theorem for triangles.,HSG.SRT.B.4
Determine if a parallelogram is a rectangle.,HSG.CO.C.11
"Represent the place value of each digit of a four-digit number as the number of thousands, hundreds, tens, and ones, at a fourth grade level. Retired. Use 64043 instead.</p>",4.NBT.A.2
"Represent the same data using more than one representation, such as a table, tally chart, picture or pictograph, or bar graph.",2.MD.D.10
"Prove that if a parallelogram is a rectangle, then its diagonals are congruent.",HSG.CO.C.11
"Represent a fraction <em>a</em>/<em>b</em> on a number line, limited to fractions with denominators 5, 7, 9, 10, 11, and 12.</p>",3.NF.A.2
Solve a problem using the angle sum theorem for triangles.,HSG.CO.C.10
"Determine the distance between two points in the coordinate plane, using the Pythagorean theorem.",8.G.B.8
Make a logical conclusion using deductive reasoning (in preparation for proving theorems about parallelograms).,HSG.CO.C.11
Solve a problem using the properties of medians in a triangle.,HSG.CO.C.10
Solve problems using the properties of parallelograms.,HSG.CO.C.11
"Prove that if a figure is a parallelogram, then its diagonals bisect each other.",HSG.CO.C.11
Read a thermometer that measures temperature in Fahrenheit degrees.,4.MD.A.2
Solve a problem involving equilateral triangles.,HSG.CO.C.10
Partition a rectangle into equal parts.,1.G.A.3
Explain why <em>a</em>/<em>a</em> = 1.</p>,3.NF.A.3
"Solve a simple addition or subtraction problem, using information from a chart.",2.MD.D.10
"Apply the quotient to a power rule, limited to integer exponents.",8.EE.A.1
Prove that the opposite sides of a parallelogram are congruent.,HSG.CO.C.11
"Represent a one-step word problem using an equation with a letter standing for the unknown quantity, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.",3.OA.D.8
"Apply properties of operations to subtract, limited to minuends less than or equal to 20.",1.OA.B.3
"Represent a number written using base-ten numerals in expanded form, limited to numbers 1000 and greater.",2.NBT.A.3
"Determine the reasonableness of an answer to a word problem, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.",3.OA.D.8
Solve a problem using the properties of medians in a triangle.,HSG.SRT.B.4
Prove that the opposite angles of a parallelogram are congruent.,HSG.CO.C.11
"Determine the <em>y</em>-intercept of a linear function, given its table, graph, equation, or verbal description.</p>",8.F.B.4
"Name a unit fraction 1/<em>b</em>, limited to fractions with denominators 2 to 12.</p>",3.NF.A.1
Read a thermometer that measures temperature in Celsius degrees.,4.MD.A.2
"Translate between fraction representations, including part of a shape, part of a set of objects, on a number line, or numerical form, limited to fractions with denominators 1 to 12.",3.NF.A.3
"Represent subtraction using objects, drawings, explanations, expressions, or equations, limited to minuends 11 to 100.",2.NBT.B.5
Write a paragraph proof (in preparation for proving theorems about parallelograms).,HSG.CO.C.11
Identify the appropriate Fahrenheit or Celsius temperature for a given situation.,4.MD.A.2
"Apply the property of the inverse relationship between multiplication and division as a strategy to multiply and divide, limited to whole numbers with products or dividends within 100.</p>",3.OA.B.5
Solve a problem using the line of best fit in a real-world situation.,8.SP.A.3
Solve a problem involving isosceles triangles.,HSG.CO.C.10
"Show that the whole (<em>b</em>/<em>b</em>) is partitioned into equal parts on a number line, limited to fractions with denominators 5, 7, 9, 10, 11, and 12.</p>",3.NF.A.2
Solve a problem using the exterior angle theorem for triangles.,HSG.SRT.B.4
"Apply properties of operations to add, limited to sums less than or equal to 20.",1.OA.B.3
Solve a problem involving isosceles triangles.,HSG.SRT.B.4
Explain the meaning of the addition or subtraction symbol.,1.OA.D.7
Prove that the diagonals of a rhombus are perpendicular.,HSG.CO.C.11
Represent division as repeated subtraction.,3.OA.A.1
"Estimate the answer to a word problem, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.",3.OA.D.8
Identify the appropriate tool or unit to measure temperature.,4.MD.A.2
"Represent the place value of each digit, limited to decimal numbers.",5.NBT.A.1
Apply properties of equalities to solve equations.,6.EE.B.7
"Represent the place value of each digit of a multi-digit number, limited to numbers five-digits or greater.",5.NBT.A.1
Identify or sketch a two-dimensional representation or face view of a three-dimensional object.,6.G.A.4
Identify the most appropriate representation of survey data.,6.SP.B.4
Identify a figure that has rotational symmetry.,4.G.A.3
Apply properties of operations to add or subtract multidigit whole numbers.,4.NBT.B.4
Identify the appropriate unit to measure length or distance.,2.MD.A.1
Determine elapsed time using a calendar.,3.MD.A.1
Describe or extend a pattern or counting sequence that includes a negative number.,7.NS.A.1
"Convert a measurement unit, limited to the U.S. customary system of measures.</p>",4.MD.A.1
Apply properties of operations to divide whole numbers.,4.NBT.B.5
Determine the surface area of a cube or rectangular prism by counting squares.,6.G.A.4
"Represent an expression or equation using real-world situations, limited to multiplication or division of whole numbers.",3.OA.A.1
Solve a multistep real-world problem involving the addition and/or subtraction of fractions and/or mixed numbers.</p>,5.NF.A.2
Rearrange a formula or equation from a complicated problem.,HSA.CED.A.4
"Solve a problem to find an unknown angle on a diagram in a real-world problem, using addition.",4.MD.C.7
"Solve a problem to find an unknown angle on a diagram in a mathematical problem, using addition.",4.MD.C.7
"Solve a problem to find an unknown angle on a diagram in a mathematical problem, using subtraction.",4.MD.C.7
"Describe that when an angle is decomposed into non-overlapping parts, the angle measure of the whole is the sum of the angle measures of the parts.",4.MD.C.7
"Solve a problem to find an unknown angle on a diagram in a real-world problem, using subtraction.�",4.MD.C.7
"Solve an equation for a specified variable, using inverse operations.",HSA.CED.A.4
"Solve an equation for a specified variable, including an equation with coefficients represented by variables.",HSA.CED.A.4
"Convert a multidigit whole number given in standard form to a number name, or given in a number name to standard form, limited to whole numbers less than or equal to 1,000,000.",4.NBT.A.2
"Solve a literal equation for a specified variable, including an equation or formula that arises in a variety of disciplines.",HSA.CED.A.4
"Rearrange a formula to highlight a quantity of interest, limited to a formula in which the variable of interest is square.",HSA.CED.A.4
Solve a real-world problem related to perimeter or area in U.S Customary or metric units.,4.MD.A.3
"Solve a problem using data from a table or chart, including a frequency table.",4.MD.B.4
Estimate the measure of an angle.,4.MD.C.6
Identify a pair of parallel lines or line segments in a two-dimensional figure.,4.G.A.1
"Identify a point, line, line segment, ray, or angle in a two-dimensional figure.",4.G.A.1
"Describe a point, line, line segment, ray, or angle, including an endpoint or vertex.",4.G.A.1
Draw a straight or reflex angle.,4.G.A.1
"Create a line plot to display a data set (i.e., generated by measuring length to the nearest quarter-inch and eighth-inch) and interpret the line plot.",4.MD.B.4
Explain or show that an angle is created when two rays share a common endpoint.,4.MD.C.5
Identify the appropriate unit to measure volume.,5.MD.C.4
"Label a point, line, perpendicular lines, parallel lines, line segment, or angle (right, acute, obtuse).",4.G.A.1
Draw a pair of intersecting lines or line segments.,4.G.A.1
Identify a pair of perpendicular lines or line segments in a two-dimensional figure.,4.G.A.1
Represent data using a frequency table.,4.MD.B.4
"Show the concept that in a multidigit whole number, a digit in one place represents ten times what it represents in the place to its right, limited to whole numbers less than or equal to 1,000,000.",4.NBT.A.1
"Classify a figure as congruent, similar, or neither congruent nor similar.</p>",5.G.B.4
"Add or subtract fractions with like denominators in a real-world situation, using a fraction model.",4.NF.B.3
"Measure an angle, using an angle ruler.",4.MD.C.6
Construct a geometric figure using a compass and straightedge only.,7.G.A.2
"Round a multidigit whole number to any place, limited to whole numbers greater than 1,000,000.",4.NBT.A.3
Draw a pair of parallel or perpendicular lines.,4.G.A.1
"Identify a right, acute, or obtuse angle in a two-dimensional figure.",4.G.A.1
"Explain the meaning of addition or subtraction of fractions with like denominators, using a drawing, words, or symbols.",4.NF.B.3
Represent data using a timeline or Venn diagram.,4.MD.B.4
"Solve a word problem involving temperatures above zero, using addition, subtraction, multiplication, or division.",4.MD.A.2
"Describe a pair of intersecting, parallel, or perpendicular lines.",4.G.A.1
Represent data using a circle graph.,6.RP.A.3
Decompose a fraction more than one way.,4.NF.B.3
"Solve a word problem involving mass, limited to whole numbers and/or simple fractions with denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.",4.MD.A.2
Record time measurement equivalents in a two-column table or as number pairs.,4.MD.A.1
Record metric measurement equivalents in a two-column table or as number pairs.,4.MD.A.1
"Solve a word problem involving weight, limited to whole numbers and/or simple fractions with denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.",4.MD.A.2
"Divide a four-digit number by a one-digit number, limited to whole number quotients, and no remainder.",4.NBT.B.6
Define an angle measure of<em> n </em>degrees as the size of an angle that turns through <em>n </em>one-degree turns.</p>,4.MD.C.5
"Collect, organize, or represent data in a bar graph or line graph.",4.MD.B.4
"Solve a word problem that requires expressing money given in a larger unit in terms of a smaller unit, limited to whole numbers.</p>",4.MD.A.2
"Describe why a comparison of two fractions is valid only when the two fractions refer to the same whole, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",4.NF.A.2
Explain that the measure of an angle whose common endpoint is the center of a circle is determined by looking at the fraction of the circle between the points where the two rays intersect the circle.,4.MD.C.5
"Determine the width or length of a rectangle when the perimeter and length of one side is given, limited to whole number side lengths.",4.MD.A.3
Justify the comparison of two multidigit numbers.,4.NBT.A.2
"Recall the relative size of a measurement unit within the U.S. customary system, limited to pounds, ounces, gallons, quarts, pints, cups, yards, feet, and inches.",4.MD.A.1
"Recall a measurement fact related to metric units of distance or length, limited to whole numbers using centimeters, meters, and/or kilometers.</p>",4.MD.A.1
"Recall a measurement fact related to U.S. customary units of liquid volume, limited to whole numbers using cups, ounces, pints, and/or gallons.</p>",4.MD.A.1
Determine whether a given line across a two-dimensional figure is a line of symmetry.</p>,4.G.A.3
Record U.S. customary measurement equivalents in a two-column table or as number pairs.,4.MD.A.1
"Describe a division calculation using an equation, rectangular array, and/or area model, limited to a two, three, or four-digit dividend and one-digit divisor, with a remainder.</p>",4.NBT.B.5
"Determine the number of smaller units that are equivalent to a specified number of larger units for time measurement, limited to hour, minute, and second.",4.MD.A.1
"Describe multidigit multiplication using a rectangular array or an area model, limited to a two-digit, three-digit, or four-digit whole number multiplied by a one-digit whole number or a two-digit whole number multiplied by a two-digit whole number.",4.NBT.B.5
Divide a multidigit whole number by a one-digit number.,4.NBT.B.6
Identify a figure that has at least one line of symmetry.,4.G.A.3
Multiply two two-digit whole numbers.,4.NBT.B.5
"Define a ""one-degree angle"" as an angle that turns through 1/360 of a circle.</p>",4.MD.C.5
"Describe why one fraction is greater than, equal to, or less than another fraction, limited to fractions with denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.",4.NF.A.2
"Solve a word problem involving U.S. customary liquid volume, limited to whole numbers and/or simple fractions with denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.",4.MD.A.2
"Describe multidigit multiplication using equations, limited to a two-digit, three-digit, or four-digit whole number multiplied by a one-digit whole number or a two-digit whole number multiplied by a two-digit whole number.",4.NBT.B.5
"Identify a point, line, line segment, ray, or angle.",4.G.A.1
Solve a word problem that requires expressing a metric measurement given in a larger unit in terms of a smaller unit.</p>,4.MD.A.2
"Represent the addition of fractions and/or mixed numbers as the joining of parts of the same whole, limited to denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.</p>",4.NF.B.3
"Divide a four-digit number by a one-digit number, limited to whole number quotients, with a remainder.",4.NBT.B.6
"Describe a division calculation using an equation, rectangular array and/or area model, limited to a four-digit dividend and one-digit divisor, with no remainder.</p>",4.NBT.B.5
Verify the reasonableness of the results when adding or subtracting multidigit whole numbers,4.OA.A.3
"Generate equivalent fractions, limited to fractions with denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.",4.NF.A.1
"Determine the number of smaller units that are equivalent to a specified number of larger units within the metric system of measures, limited to kilometers, meters, and centimeters.",4.MD.A.1
"Solve a one- or two-step problem involving data in a frequency table, dot plot, or stem-and-leaf plot, including whole number, decimal, or fraction form.",4.MD.B.4
"Represent multiple decompositions of a fraction as a sum of fractions and/or mixed numbers with the same denominator using a model, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.</p>",4.NF.B.3
"Recall a measurement fact related to metric units of mass, limited to whole numbers using grams and kilograms.</p>",4.MD.A.1
"RETIRED - USE 54619. Describe a division calculation using an equation, limited to a four-digit dividend and one-digit divisor, no remainder.</p>",4.NBT.B.5
"Divide a three-digit number by a one-digit number, limited to whole number quotients, with a remainder.",4.NBT.B.6
Represent data on a stem-and-leaf plot marked with whole numbers and/or fractions.,4.MD.B.4
Draw lines of symmetry on a line-symmetric figure.,4.G.A.3
Justify the solution of the product of a whole number of up to four digits multiplied by a one-digit whole number.,4.NBT.B.5
"Identify a right, acute, or obtuse angle.",4.G.A.1
"Show how two fractions can be the same size even though the number and size of the parts differ, limited to fractions with denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.",4.NF.A.1
"Solve a word problem involving metric distance, limited to whole numbers and/or simple fractions with denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.",4.MD.A.2
Determine the range of a rational function from its equation.,HSF.IF.C.7
"Solve a word problem involving U.S. customary distance, limited to whole numbers and/or simple fractions with denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.",4.MD.A.2
"Multiply 2 two-digit numbers, including perfect squares through 15 by 15.",4.NBT.B.5
"Represent multiple decompositions of a fraction and/or mixed numbers as a sum of fractions with the same denominator using an equation, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.</p>",4.NF.B.3
Solve a word problem that requires expressing a U.S. customary measurement given in a larger unit in terms of a smaller unit.</p>,4.MD.A.2
"Recall a measurement fact related to U.S. customary units of distance or length, limited to whole numbers using inches, feet, and/or yards.</p>",4.MD.A.1
"Divide a two-digit number by a one-digit number, limited to whole number quotients, with a remainder.",4.NBT.B.6
"Draw a right, acute, or obtuse angle.",4.G.A.1
"Divide a three-digit number by a one-digit number, limited to whole number quotients, and no remainder.",4.NBT.B.6
"Represent the subtraction of fractions and/or mixed numbers as the separating of parts of the same whole, limited to denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.</p>",4.NF.B.3
"Solve a real-world problem related to the perimeter of a rectangle, limited to whole number side lengths.",4.MD.A.3
"Recall the relative size of a measurement unit within the metric system, limited to kilometer, meter, centimeter, kilogram, gram, liter, and milliliter.",4.MD.A.1
"Solve a word problem involving money, limited to whole numbers.",4.MD.A.2
"Determine the width or length of a rectangle when the area and length of one side is given, limited to whole number side lengths.",4.MD.A.3
"Recall a measurement fact related to metric units of liquid volume, limited to whole numbers.",4.MD.A.1
"Recall a measurement fact related to U.S. customary units of weight, limited to whole numbers using ounces, pounds and/or tons.</p>",4.MD.A.1
Represent a U.S. customary measurement quantity using a diagram such as a number line diagram that features a measurement scale.</p>,4.MD.A.2
"Measure an angle in whole-number degrees, using a protractor.",4.MD.C.6
"Solve a word problem involving metric liquid volume, limited to whole numbers and/or simple fractions with denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.",4.MD.A.2
"Recall the relative size of a unit measuring time, limited to hour, minute, and second.",4.MD.A.1
"Divide a two-digit number by a one-digit number, limited to whole number quotients, and no remainder.",4.NBT.B.6
Represent a metric measurement quantity using a diagram such as a number line diagram that features a measurement scale.,4.MD.A.2
"Draw a point, line, line segment, ray, or angle.</p>",4.G.A.1
"Determine the number of smaller units that are equivalent to a specified number of larger units within the U.S. customary system of measures, limited to pounds, ounces, gallons, quarts, pints, and cups.",4.MD.A.1
Sketch an angle of a specified whole-number measure.,4.MD.C.6
"Solve a word problem involving an intervals of time, using whole numbers and/or simple fractions with denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.</p>",4.MD.A.2
Justify the solution for a whole number quotient and remainder with up to a four-digit dividend and one-digit divisor.,4.NBT.B.5
Represent data using a spreadsheet.,4.MD.B.4
Solve a word problem that requires expressing a measurement of time given in a larger unit in terms of a smaller unit.</p>,4.MD.A.2
"Compare two multidigit numbers using the symbols >, =, or <, limited to numbers less than 1,000,000.",4.NBT.A.2
Multiply a two-digit whole number by a one-digit whole number.</p>,4.NBT.B.5
"Describe why a fraction <em>a</em>/<em>b</em> is equivalent to a fraction (<em>n</em> × <em>a</em>)/(<em>n</em> × <em>b</em>) using a visual fraction model, limited to fractions with denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.</p>",4.NF.A.1
"Add multidigit whole numbers using the standard algorithm, limited to numbers less than or equal to 1,000,000.</p>",4.NBT.B.4
Multiply a three-digit whole number by a one-digit whole number.</p>,4.NBT.B.5
"Subtract multidigit whole numbers using the standard algorithm, limited to numbers less than or equal to 1,000,000.",4.NBT.B.4
Multiply a four-digit whole number by a one-digit whole number.</p>,4.NBT.B.5
"Convert a multidigit number given in standard form to expanded form or given in expanded form to standard form, limited to whole numbers less than or equal to 1,000,000.",4.NBT.A.2
"Round a multidigit whole number to any place, limited to whole numbers less than or equal to 1,000,000.",4.NBT.A.3
Explain the reasoning used to classify a shape as two-dimensional (flat) or three-dimensional (solid).,K.G.A.3
Generate a shape pattern that follows a given rule.,4.OA.C.5
"Decompose a fraction multiple ways, recording each decomposition as a subtraction equation, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, 25, and 100.",4.NF.B.3
Represent a verbal or written statement of multiplicative comparison as a multiplication equation.</p>,4.OA.A.1
Describe part-whole relationship for numbers up to 5.,K.OA.A.5
Interpret the remainder in the solution to a multistep word problem that uses whole numbers.,4.OA.A.3
"Solve a real-world problem involving addition of fractions referring to the same whole and having like denominators, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, 25, and 100.",4.NF.B.3
Sort an object according to one attribute,K.MD.B.3
Match a measuring tool to an attribute.,K.MD.A.1
Generate a number pattern that follows a given rule.,4.OA.C.5
Describe a shape or shape of an object in an everyday situation.,K.G.A.3
"Compare two groups of objects using comparative language, up to 20 objects.",K.CC.C.6
"Solve a word problem involving multiplicative comparisons and division, using a drawing to represent the problem.",4.OA.A.2
"Repreesnt an expression or equation using a real-world situation, limited to a multiplication comparison situation.</p>",4.OA.A.1
"Solve a word problem involving multiplicative comparisons and division, using an equation with a symbol for the unknown number to represent the problem.",4.OA.A.2
"Determine the reasonableness of an answer to a multistep problem, using whole numbers and mental computation or estimation strategies including rounding.",4.OA.A.3
"Solve real-world problems involving subtraction of fractions referring to the same whole and having like denominators, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, 25, 100.</p>",4.NF.B.3
"Solve a multistep word problem, using whole numbers and addition, subtraction, multiplication, and/or division, when the answer has a remainder.",4.OA.A.3
"Represent a fraction <em>a</em>/<em>b</em> as a multiple of 1/<em>b</em>, using a visual fraction model, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.</p>",4.NF.B.4
"Compare two events in time, using the terms <em>longer</em> or <em>shorter</em>.</p>",K.MD.A.2
"Represent a multistep word problem involving whole numbers, and having a whole-number answer, using an equation with a letter standing for the unknown quantity.",4.OA.A.3
"Solve a multistep word problem, using whole numbers and addition, subtraction, multiplication, and/or division, and having whole-number answers.",4.OA.A.3
Determine whether a given whole number in the range 1 to 100 is a multiple of a given one-digit number.,4.OA.B.4
Compare or order two numbers between 1 and 10 presented as written numerals.,K.CC.C.7
"Represent a fraction <em>a</em>/<em>b</em> as a multiple of 1/<em>b</em>, using a visual fraction model, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.</p>",4.NF.B.3
Identify an apparent feature of a number or shape pattern that was not explicit in the rule itself.,4.OA.C.5
Interpret a multiplication equation as a comparison.</p>,4.OA.A.1
"Describe what the objects in a group of 10 have in common, such as color, size, or shape.",K.MD.B.3
Differentiate between a comparison problem that is solved using multiplication and a problem that is solved using addition.,4.OA.A.2
"Solve a word problem involving multiplicative comparisons and multiplication, using an equation with a symbol for the unknown number to represent the problem.",4.OA.A.2
"Subtract mixed numbers with like denominators, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, 25, and 100.",4.NF.B.3
"Sort objects using characteristics such as shape, size, color, or thickness.",K.MD.B.3
Represent a fraction with denominator 10 as an equivalent fraction with denominator 100.,4.NF.C.5
"Add mixed numbers with like denominators, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, 25, and 100.",4.NF.B.3
"Multiply a fraction by a whole number, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",4.NF.B.4
"Identify, sort, or classify an object by size, shape, color, or other attributes.",K.MD.B.3
"Represent a fraction <em>a</em>/<em>b</em> as a multiple of 1/<em>b</em>, using an equation, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.</p>",4.NF.B.4
Add two fractions with denominators 10 and 100 by using 100 as a common denominator.,4.NF.C.5
"Compare whole numbers from 0 to 20, with or without objects.",K.CC.C.7
"Solve a word problem involving multiplication of a fraction by a whole number, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",4.NF.B.4
"Determine the multiples of a given one-digit whole number, limited to multiples 1 to 100.</p>",4.OA.B.4
Represent a fraction with denominator 10 as an equivalent fraction with denominator 100.,4.NF.C.6
"Represent a fraction <em>a</em>/<em>b</em> as a multiple of 1/<em>b</em>, using an equation, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.</p>",4.NF.B.3
"Create, describe, or extend a pattern found in numbers or tables.</p>",3.OA.D.9
"Solve a word problem involving multiplicative comparisons and multiplication, using a drawing to represent the problem.",4.OA.A.2
"Compare length or weight of two objects, using terms such as<em> longer</em>, <em>shorter</em>,<em> heavier</em>, or<em> lighter</em>.</p>",K.MD.A.2
Sort objects into sets by more than one attribute.,K.MD.B.3
"Identify an object that does not belong to a particular group, or explain the reasoning used to identify why the object does not belong to the group.",K.MD.B.3
Solve addition or subtraction problems within 10.,K.OA.A.2
Compare two numbers between 0 and 20.,K.CC.C.7
"Describe two numbers using comparative language, limited up to 20.",K.CC.C.7
Describe why a feature of a number or shape pattern follows from the rule used to generate the pattern.,4.OA.C.5
Compare the values of two numbers from 1 to 20.,K.CC.C.7
"Show that the last number name said is the same as the number of objects counted, limited to 20 objects.",K.CC.B.4
"Determine whether the value of one numeral is equal to the value of another numeral, limited to numerals between 1 and 10.",K.CC.C.7
"Determine whether the value of one numeral is less than the value of another numeral, limited to numerals between 1 and 10.",K.CC.C.7
"Solve a two-step equation or problem, using the order of operations, with no grouping symbols.</p>",3.OA.D.8
"Represent a number sentence, using real-world situations, limited to one-step using addition, subtraction, or multiplication.",3.OA.D.8
"Solve a one-step equation involving addition, subtraction or multiplication, with a symbol to represent the unknown.</p>",3.OA.D.8
"Identify the number that is one more than a given number, limited to 100.",K.CC.B.4
"Create a two-step word problem, using the four operations.</p>",3.OA.D.8
"Describe objects in the environment using terms such as <em>cube</em>, <em>cone</em>, <em>cylinder</em>, or <em>sphere</em>.</p>",K.G.A.1
"Count by tens, limited to 100.",K.CC.A.1
"Describe a pattern involving addition, subtraction, or multiplication.",3.OA.D.9
"Compare two groups of objects to determine whether the number of objects in one group is greater than the number of objects in another group, limited to groups with up to 10 objects.",K.CC.C.6
Count up to 20 objects that are arranged in a line.,K.CC.B.5
"Count by ones, limited to 20.",K.CC.A.1
Represent division as an unknown factor problem using models.,3.OA.B.6
"Compare two groups of objects to determine whether the number of objects in one group is less than the number of objects in another group, limited to groups with up to 10 objects.",K.CC.C.6
"Show that the number of objects counted is the same regardless of their arrangement or the order in which they are counted, limited to 20 objects.",K.CC.B.4
"Describe shapes in the environment using terms such as <em>square</em>, <em>circle</em>, <em>triangle</em>, <em>rectangle</em>, <em>pentagon</em>, or <em>hexagon</em>.</p>",K.G.A.1
"Write whole numbers, limited 0 to 20.",K.CC.A.3
"Count out or sketch the correct number of objects, limited to 1 to 20 objects.",K.CC.B.5
"Count on from a number other than one, limited to 100.",K.CC.A.2
"Create or solve a one- or a multi-step practical problem involving addition or subtraction, limited to whole numbers through 9,999.</p>",3.OA.D.8
"Match each object in a group of counted objects with its correct counting number, limited to 100.",K.CC.B.4
Read numbers using base ten numerals up to 20.,K.CC.A.3
"Make, test, support, draw conclusions, or justify conjectures about properties of operations as strategies to multiply or divide.",3.OA.B.5
"Represent the number of objects using a numeral, limited 1 to 20.",K.CC.A.3
Read whole numbers up to at least 10.,K.CC.A.3
Count up to 20 objects that are arranged in a circle.,K.CC.B.5
Count up to 10 objects arranged in a scattered configuration.,K.CC.B.5
Determine the multiples of a given whole number.</p>,4.OA.B.4
Represent a count of no objects using the numeral 0.,K.CC.A.3
Solve a problem by applying the identity property of multiplication.</p>,3.OA.B.5
Identify number words between 0 and 10,K.CC.A.3
"Count by ones, limited to 100.",K.CC.A.1
Count up to 20 objects that are arranged in a rectangular array.,K.CC.B.5
"Determine whether the value of one numeral is greater than the value of another numeral, limited to numerals between 1 and 10.",K.CC.C.7
"Compare two groups of objects to determine whether the number of objects in one group is equal to the number of objects in another group, limited to groups with up to 10 objects.",K.CC.C.6
Describe an object using measurable attributes of weight or mass.,K.MD.A.1
"Identify the number that when added to a given number equals 10, using an equation.",K.OA.A.4
"Solve a multistep real-world problem, using conversion of measurement units within the U.S. customary measurement system, limited to whole numbers.</p>",5.MD.A.1
Model or draw shapes.,K.G.B.5
Explain which attributes are being used to classify two-dimensional figures.,1.G.A.1
"Solve a one-step word problem involving volumes given in liters using subtraction, limited to minuends to 1000.</p>",3.MD.A.2
Add three one-digit numbers.,1.NBT.C.4
"Represent or name a fraction <em>a</em>/<em>b</em> on a number line, using values greater than 1.</p>",3.NF.A.2
"Name multiple two-dimensional shapes that are the same shape but different orientation or size, limited to circle, triangle, square, rectangle, pentagon, hexagon.",K.G.A.2
"Name a three-dimensional object, limited to cube, cone, cylinder, sphere.",K.G.A.2
"Solve a one-step word problem involving volumes given in liters using division, limited to one-digit quotients and divisors.</p>",3.MD.A.2
"Represent multiplication, using various strategies or models.",3.OA.D.8
"Represent a fraction 1/<em>b</em> on a number line, limited to fractions with denominators 2, 4, and 8.</p>",3.NF.A.2
